date,startup,vertical,subvertical,city,investors,round,amount
2015-01-12,Zapluk,"Health, Wellness & Beauty Services App",,Hyderabad,"Health, Wellness & Beauty Services App",Seed Funding,0.0
2015-01-12,Godof Hospitals,Digital Healthcare,,Delhi,Digital Healthcare,Seed Funding,16.5
2015-02-12,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Last Minute Hotel Booking App,Seed Funding,12.375
2015-02-12,Kaaryah,Womens Fashion Wear Portal,,Delhi,Womens Fashion Wear Portal,Private Equity,0.0
2015-03-12,Anakage,Product Learning platform,,Bangalore,Product Learning platform,Seed Funding,0.0
2015-03-12,EasyKhaana,Online Food ordering & Delivery platform,,Delhi,Online Food ordering & Delivery platform,Seed Funding,0.825
2015-03-12,Shuttl,App based Bus Pooling Services,,Gurugram,App based Bus Pooling Services,Private Equity,165.0
2015-03-12,Eckovation,Social Learning Platform,,Delhi,Social Learning Platform,Seed Funding,0.0
2015-03-12,Fitcircle,Social Fitness platform,,Mumbai,Social Fitness platform,Seed Funding,0.0
2015-04-12,Applop,On Demand Mobile app developer,,Kolkata,On Demand Mobile app developer,Seed Funding,0.825
2015-04-12,CaRPM,Car Maintenance & Management mobile app,,Gurugram,Car Maintenance & Management mobile app,Seed Funding,0.825
2015-04-12,NDTV Wedding portal,Online Wedding Marketplace,,Delhi,Online Wedding Marketplace,Private Equity,165.0
2015-04-12,Splitkart,Splitting Bills Mobile App,,Delhi,Splitting Bills Mobile App,Seed Funding,0.0
2015-07-12,Zenatix,IOT Energy Management Analytics platform,,Gurugram,IOT Energy Management Analytics platform,Private Equity,0.0
2015-07-12,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Custom Made furniture e-tailer,Private Equity,37.125
2015-07-12,Faasos,QSR Chain,,Pune,QSR Chain,Private Equity,247.5
2015-07-12,Vlurn,eLearning platform,,Mumbai,eLearning platform,Seed Funding,0.0
2015-07-12,Leaf Wearables,Smart Safety Wearable Devices,,Delhi,Smart Safety Wearable Devices,Seed Funding,2.0625
2015-07-12,Coolshare,Cab Sharing service Mobile app,,Mumbai,Cab Sharing service Mobile app,Seed Funding,0.825
2015-08-12,mFicient,Cloud Enterprise Mobility Platform,,Delhi,Cloud Enterprise Mobility Platform,Seed Funding,0.0
2015-08-12,HeyBiz,Online Shopping Assistant Mobile app,,Delhi,Online Shopping Assistant Mobile app,Seed Funding,0.0
2015-08-12,Yumist,Home Cooked Food Order & Delivery platform,,Gurugram,Home Cooked Food Order & Delivery platform,Private Equity,16.5
2015-09-12,Jigsaw Academy,Online School for Analytics learning,,Bangalore,Online School for Analytics learning,Private Equity,24.75
2015-09-12,JoeHukum,Chat based personal Assistant App,,Gurugram,Chat based personal Assistant App,Seed Funding,0.0
2015-09-12,Voxweb,Picture creation & Social mobile app,,Mumbai,Picture creation & Social mobile app,Seed Funding,2.8875
2015-09-12,Aye Finance,Nonbanking finance company,,Delhi,Nonbanking finance company,Private Equity,24.75
2015-09-12,JumboBasket,eCommerce returns etailer,,Chandigarh,eCommerce returns etailer,Seed Funding,0.0
2015-10-12,BlackBuck,Online Freight Services Aggregator,,Bangalore,Online Freight Services Aggregator,Private Equity,206.25
2015-10-12,HomeStudio,Online Branded Furniture etailer,,Bangalore,Online Branded Furniture etailer,Private Equity,41.25
2015-10-12,PropheSee,Digital Analytics Platform,,Delhi,Digital Analytics Platform,Seed Funding,4.125
2015-10-12,i2e1,Internet Network Infrastructure Services,,Delhi,Internet Network Infrastructure Services,Seed Funding,4.125
2015-10-12,Holisol Logistics,Supply Chain & Logistics Solutions,,Delhi,Supply Chain & Logistics Solutions,Private Equity,82.5
2015-10-12,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,Holiday Resort Chain,Seed Funding,0.0
2015-10-12,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mobile Point of Sale solutions,Private Equity,20.625
2015-10-12,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,Peer-to-Peer Money Transfer & Recharge App,Private Equity,577.5
2015-11-12,EureQa,Test Automation SAAS platform,,Hyderabad/USA,Test Automation SAAS platform,Seed Funding,4.95
2015-11-12,LocalCircles,Citizens Engagement Platform,,Noida,Citizens Engagement Platform,Private Equity,0.0
2015-11-12,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Indoor Navigation & Analytics Solutions,Seed Funding,0.0
2015-11-12,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurugram,Hyperlocal On-Demand Household Services platform,Private Equity,0.0
2015-11-12,OnlineRTI,Online RTI application services,,Bangalore,Online RTI application services,Seed Funding,1.2375
2015-11-12,Powerstores,ECommerce Website Creation SAAS platform,,Goa,ECommerce Website Creation SAAS platform,Seed Funding,0.0
2015-11-12,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Wedding Venues & Vendors Marketplace,Seed Funding,8.25
2015-11-12,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Interface development platform for Government officials,Seed Funding,0.0
2015-12-14,Capricoast,Modular Furnishings Marketplace,,Bangalore,Modular Furnishings Marketplace,Private Equity,28.875
2015-12-14,JetSetGo,Private Jet Bookings Marketplace,,Bangalore,Private Jet Bookings Marketplace,Private Equity,0.0
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,Delhi,Cab search Comparison & Booking platform,Seed Funding,1.65
2015-12-14,Whoop,Performance Optimization Platform for athletes,,Boston,Performance Optimization Platform for athletes,Private Equity,24.75
2015-12-15,BookEventz,Event Venue Booking Platform,,Mumbai,Event Venue Booking Platform,Seed Funding,0.0
2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,Digital Media Platform,Seed Funding,0.0
2015-12-15,Streamoid,visual search and discovery platform,,Bangalore / Palo Alto,visual search and discovery platform,Seed Funding,8.25
2015-12-16,Housejoy,Home services marketplace,,Bangalore,Home services marketplace,Private Equity,185.625
2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,End to End reverse logistics Solution platform,Seed Funding,16.5
2015-12-16,MeraDoctor,Virtual Health consultation app,,Mumbai,Virtual Health consultation app,Private Equity,9.9
2015-12-16,STAGE 3,Online Renting platform,,Delhi,Online Renting platform,Seed Funding,0.0
2015-12-17,Rivigo,Logistics Services Provider,,Gurugram,Logistics Services Provider,Private Equity,247.5
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,Data Science & UX design Learning platform,Seed Funding,14.025
2015-12-17,Eatfresh,Online marketplace for Chef Meals,,Bangalore,Online marketplace for Chef Meals,Private Equity,0.0
2015-12-18,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Electric Bike Manufacturers,Seed Funding,9.9
2015-12-18,Focus Digit,ECommerce platform solutions,,Delhi,ECommerce platform solutions,Seed Funding,0.0
2015-12-18,The News Minute,Online Media Publication,,Bangalore,Online Media Publication,Seed Funding,0.0
2015-12-18,CBREX,International Hiring Platform,,Mumbai / NY,International Hiring Platform,Seed Funding,1.65
2015-12-21,TruckMandi,Logistics Service Provider Marketplace,,Delhi,Logistics Service Provider Marketplace,Private Equity,16.5
2015-12-21,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurugram,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,Private Equity,33.0
2015-12-21,KOOH Sports,Sports Education Platform,,Mumbai,Sports Education Platform,Private Equity,16.5
2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,"Bike, Appliances Renting marketplace",Seed Funding,0.0
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,Delhi,Online Marketplace for Industrial Goods,Seed Funding,0.0
2015-12-22,Zapr,Reward points mobile app,,Gurugram,Reward points mobile app,Seed Funding,0.0
2015-12-22,LatestOne,Mobile accessories online store,,Hyderabad,Mobile accessories online store,Private Equity,24.75
2015-12-22,PlanetGogo,Content Discovery & reward points platform,,Gurugram,Content Discovery & reward points platform,Seed Funding,0.0
2015-12-22,Arya.ai,Artificial Intelligence platform,,Mumbai,Artificial Intelligence platform,Private Equity,6.1875
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurugram,Medical Consultation & Doctor appointment booking platform,Private Equity,4.125
2015-12-22,MobieFit,Mobile Fitness App,,Goa,Mobile Fitness App,Private Equity,8.25
2015-12-23,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,"Digital Coupons, Deal & Cashback aggregator app",Private Equity,0.0
2015-12-23,Mech Mocha,Mobile Game development & Design platform,,Bangalore,Mobile Game development & Design platform,Seed Funding,8.25
2015-12-23,Shotang.com,B2B eCommerce Marketplace,,Bangalore,B2B eCommerce Marketplace,Private Equity,41.25
2015-12-23,CityFurnish,Furniture and appliances rental platform,,Gurugram,Furniture and appliances rental platform,Seed Funding,0.0
2015-12-24,Black White Orange,B2B Merchandize platform,,Mumbai,B2B Merchandize platform,Seed Funding,2.49975
2015-12-24,Kolabro,Real Estate focused Tech platform,,Gurugram,Real Estate focused Tech platform,Seed Funding,0.0
2015-12-24,Canvera,Photographer Online search & booking platform,,Bangalore,Photographer Online search & booking platform,Private Equity,18.15
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,Grocery Delivery platform,Seed Funding,8.25
2015-12-28,Bumper,Mobile Car Servicing appointment app,,Bangalore,Mobile Car Servicing appointment app,Seed Funding,4.125
2015-12-29,Hotify,New Curation Mobile App,,Bangalore,New Curation Mobile App,Seed Funding,1.2375
2015-12-29,MobiKwik,Mobile Wallet,,Gurugram,Mobile Wallet,Private Equity,54.45
2015-12-30,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Interface development platform for Government officials,Seed Funding,0.0
2015-02-11,Twigly,Online Food Ordering & Delivery platform,,Gurugram,Online Food Ordering & Delivery platform,Seed Funding,1.65
2015-02-11,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,Bus Aggregation and rental mobile app,Seed Funding,6.1875
2015-03-11,Findyahan,hyperlocal online Services platform,,Noida,hyperlocal online Services platform,Private Equity,0.0
2015-03-11,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,WiFi \xe2\x80\x93 first Cloud communication platform,Private Equity,0.0
2015-03-11,Pokkt,Alternate Mobile Monetization platform,,Mumbai,Alternate Mobile Monetization platform,Private Equity,41.25
2015-03-11,oibanit,Online Food Ordering Marketplace,,Vadodara,Online Food Ordering Marketplace,Seed Funding,1.2375
2015-03-11,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Quick Service Restaurant & Online Delivery,Seed Funding,3.17625
2015-03-11,LoanBaba,Online Loans Marketplace,,Mumbai,Online Loans Marketplace,Seed Funding,2.64
2015-03-11,Deyor Rooms,Budget Hotels Aggregator,,Delhi,Budget Hotels Aggregator,Seed Funding,4.125
2015-03-11,Bidgely,Efficient Energy Management platform,,USA/India,Efficient Energy Management platform,Private Equity,136.95
2015-04-11,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,Digital Intelligent learning platform,Seed Funding,2.0625
2015-04-11,Paytunes,Voice Call incentivization mobile app,,Delhi,Voice Call incentivization mobile app,Seed Funding,0.0
2015-04-11,YourDOST,Online Counselling and psychological support platform,,Gwalior,Online Counselling and psychological support platform,Seed Funding,3.3
2015-05-11,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Domestic Help Aggregation platform,Seed Funding,1.2375
2015-05-11,MyIndianStay,Home Stay & room rentals platform,,Goa,Home Stay & room rentals platform,Seed Funding,1.65
2015-05-11,Bobble,Selfie Mobile App,,Delhi,Selfie Mobile App,Private Equity,0.0
2015-06-11,RepUp,Online Reputation Management Platform,,Gurugram,Online Reputation Management Platform,Seed Funding,0.0
2015-06-11,Satvacart,Online Grocery platform,,Gurugram,Online Grocery platform,Private Equity,14.85
2015-06-11,POPxo.com,Online content platform for women,,Delhi,Online content platform for women,Private Equity,16.5
2015-06-11,SparesHub,Online Vehicle Spare Parts etailer,,Pune,Online Vehicle Spare Parts etailer,Seed Funding,3.795
2015-06-11,Explara,Event Ticketing platform,,Pune,Event Ticketing platform,Private Equity,4.0425
2015-06-11,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,affordable Personal Healthcare Products,Seed Funding,0.0
2015-06-11,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurugram,Premium dining Lounges & restaurants,Private Equity,123.75
2015-09-11,AppVirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,Mobile Growth Hacking\\nPlatform,Seed Funding,4.125
2015-09-11,iStar Skill Development,Skill Training Startup,,Bangalore,Skill Training Startup,Private Equity,12.375
2015-09-11,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Beauty and Wellness Marketplace,Private Equity,8.25
2015-09-11,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,Marketplace App for Bangkok,Private Equity,15.675
2015-09-11,Didi,On-demand Maids Service Provider,,Mumbai,On-demand Maids Service Provider,Seed Funding,1.2375
2015-09-11,Skoov.com,eCommerce Product Search Engine,,Mumbai,eCommerce Product Search Engine,Seed Funding,1.2375
2015-10-11,Chefs Basket,Ready to cook packaged Foods,,Mumbai,Ready to cook packaged Foods,Private Equity,49.5
2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,Product Customization Platform,Seed Funding,0.0
2015-11-11,Delight Foods,Branded Food products online sales,,Bangalore,Branded Food products online sales,Private Equity,4.95
2015-11-11,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,Talent platform for Fashion professionals,Seed Funding,0.0
2015-11-11,RenewBuy,Auto Insurance Online platform,,Gurugram,Auto Insurance Online platform,Seed Funding,4.125
2015-11-11,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Hyperlocal Logistics Service Provider,Seed Funding,0.0
2015-12-11,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Cricket Management Mobile Game,Seed Funding,2.0625
2015-11-13,Flashdoor,On Demand Laundry Service platform,,Bangalore,On Demand Laundry Service platform,Seed Funding,0.0
2015-11-16,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurugram,Ecommerce Discount & Cashback coupons platform,Private Equity,30.525
2015-11-16,Absentia,Virtual Reality Headset creator,,Bangalore,Virtual Reality Headset creator,Seed Funding,1.485
2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Home Improvement Service platform,Seed Funding,0.0
2015-11-16,TaskBucks,mobile-only tasks marketplace,,Delhi,mobile-only tasks marketplace,Private Equity,123.75
2015-11-17,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Private Equity,280.5
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Numerical Computing & Data Science Platform,Seed Funding,4.95
2015-11-17,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Designer fashion Jewellery Marketplace,Seed Funding,61.875
2015-11-17,Smytten,Online Products Discovery Platform,,Gurugram,Online Products Discovery Platform,Seed Funding,1.65
2015-11-17,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Kids Tool kit for Innovation platform,Seed Funding,4.3725
2015-11-17,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Mobile Learning Solutions,Seed Funding,2.475
2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bangalore,Car Aggregator & Retail Mobile App,Private Equity,4125.0
2015-11-18,Goodbox,conversational commerce mobile app,,Bangalore,conversational commerce mobile app,Private Equity,20.625
2015-11-18,ScoopWhoop,Viral Content web Platform,,Delhi,Viral Content web Platform,Private Equity,33.0
2015-11-18,Hipship,Express local delivery platform,,Bangalore,Express local delivery platform,Seed Funding,0.0
2015-11-18,Pickrr,On-Demand Local Logistics provider,,Delhi,On-Demand Local Logistics provider,Seed Funding,0.0
2015-11-18,Truelancer,Curated Freelancer Marketplace,,Delhi,Curated Freelancer Marketplace,Seed Funding,0.0
2015-11-19,AHA Taxis,Online Taxi Rental Platform,,Noida,Online Taxi Rental Platform,Seed Funding,0.0
2015-11-19,UrbanClap,Mobile Services Marketplace,,Gurugram,Mobile Services Marketplace,Private Equity,206.25
2015-11-19,SenseGiz,Smartwatch Maker,,Belgaum,Smartwatch Maker,Seed Funding,4.125
2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,Online Gourmet Food Marketplace,Seed Funding,0.0
2015-11-19,Fourseven,Online Jewellery etailer,,Delhi,Online Jewellery etailer,Seed Funding,3.75375
2015-11-20,MindTickle,Sales & Productivity Software,,Pune / US,Sales & Productivity Software,Private Equity,103.125
2015-11-20,Shopsense,ecommerce related software product platform,,Mumbai,ecommerce related software product platform,Seed Funding,0.0
2015-11-20,Medinfi,Health-Tech platform,,Bangalore,Health-Tech platform,Seed Funding,2.51625
2015-11-20,OUWT,Nightlife Discovery Mobile App,,Mumbai,Nightlife Discovery Mobile App,Seed Funding,1.2375
2015-11-20,HeyPillow,Online Real Estate Marketplace,,Bangalore,Online Real Estate Marketplace,Private Equity,24.75
2015-11-21,Healers At Home,"Home Healthcare Services platform,",,Delhi,"Home Healthcare Services platform,",Seed Funding,0.0
2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,Indian Ethnic Crafts Etailer,Private Equity,9.9
2015-11-21,Talkoot,Social platform for traders and investors,,Bangalore,Social platform for traders and investors,Seed Funding,0.825
2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"Online Furniture, Home Appliances Rental Platform",Private Equity,16.5
2015-11-23,Medikoe,Healthcare Services Discovery platform,,Bangalore,Healthcare Services Discovery platform,Seed Funding,0.825
2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurugram,Health and Beauty Services Marketplace,Seed Funding,2.0625
2015-11-24,ServX,Automotive Services platform,,Delhi,Automotive Services platform,Seed Funding,0.0
2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,Online and TV Shopping Marketplace,Private Equity,429.0
2015-11-24,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Big Data Analytics Platform,Private Equity,0.0
2015-11-25,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Mobile App based Loan disbursement platform,Seed Funding,12.375
2015-11-25,Tooler,On Demand Laundry Services App,,Delhi,On Demand Laundry Services App,Seed Funding,0.9075
2015-11-25,S Chand,Education Content Provider,,Delhi,Education Content Provider,Private Equity,222.75
2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Content Management Software Solutions,Private Equity,0.0
2015-11-26,GoQii,Fitness Tracking Management Solutions,,Mumbai,Fitness Tracking Management Solutions,Private Equity,110.55
2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurugram,Hyper-local Grocery Delivery platform,Private Equity,990.0
2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurugram,Hyperlocal healthcare product Delivery Service provider,Private Equity,8.25
2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,Online Lending Marketplace,Seed Funding,0.0
2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bangalore,On Demand Beauty Services Platform,Private Equity,0.0
2015-11-27,JustRide,Self Driven Rental Car Platform,,Mumbai,Self Driven Rental Car Platform,Private Equity,16.5
2015-11-27,Fastudent,Education Content etailer,,Noida,Education Content etailer,Seed Funding,0.0
2015-11-27,LearnOn,Clud based Learning platform,,Chennai,Clud based Learning platform,Seed Funding,0.0
2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,Delhi,Talent Exchange & Talent Services Marketplace,Seed Funding,0.0
2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurugram,Two-Wheeler Taxi Service,Seed Funding,0.0
2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurugram,Two-Wheeler Taxi Service,Seed Funding,11.9625
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,character merchandize sales platform,Seed Funding,4.455
2015-11-30,MoMagic,Mobile Application Developer,,Delhi,Mobile Application Developer,Private Equity,0.0
2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,Ecommerce Delivery locker services,Private Equity,74.25
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,Delhi,extra curricular activities marketplace app,Seed Funding,0.0
2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Hyperlocal Online Home services provider,Seed Funding,0.0
2015-01-10,Indifi,Easy Business Loans platform,,Gurugram,Easy Business Loans platform,Seed Funding,0.0
2015-01-10,Wydr,Performance based Wholesale Marketplace,,Delhi,Performance based Wholesale Marketplace,Seed Funding,0.0
2015-01-10,EasyFix,Professional Services Marketplace,,Gurugram,Professional Services Marketplace,Seed Funding,0.0
2015-01-10,Muvizz,Movie-on-demand platform,,Singapore,Movie-on-demand platform,Seed Funding,2.8875
2015-01-10,Abhibus,us ticketing and fleet management platform,,Hyderabad,us ticketing and fleet management platform,Private Equity,0.0
2015-01-10,Cleartax,Online Income Tax Filing platform,,Delhi,Online Income Tax Filing platform,Private Equity,0.0
2015-02-10,Shopalyst,Product discovery & recommendation platform,,Bangalore,Product discovery & recommendation platform,Private Equity,16.5
2015-03-10,Chillr,Mobile Payments App,,Mumbai,Mobile Payments App,Private Equity,49.5
2015-05-10,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,Beauty & Wellness Products e-tailer,Private Equity,78.375
2015-05-10,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Fashion jewelry and accessories e-tailer,Private Equity,123.75
2015-05-10,IndiaLends,Online Consumer Lending platform,,Delhi,Online Consumer Lending platform,Private Equity,8.25
2015-05-10,Rock N Shop,Premium Apparel shopping portal,,Delhi,Premium Apparel shopping portal,Seed Funding,1.2375
2015-06-10,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,Exclusive Platform for Doctors & Healthcare professionals,Seed Funding,5.775
2015-06-10,WorkIndia,Job Board,,Mumbai,Job Board,Seed Funding,4.125
2015-06-10,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Sports Management & Physical Education Business,Private Equity,82.5
2015-06-10,SportyBeans,multi-sport program for preschoolers,,Pune,multi-sport program for preschoolers,Seed Funding,0.0
2015-06-10,Burger Singh,QSR & Online delivery portal,,Gurugram,QSR & Online delivery portal,Seed Funding,4.125
2015-06-10,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Online Homeopathy Clinic,Private Equity,49.5
2015-07-10,SchoolGuru,E-Learning Service Provider,,Mumbai,E-Learning Service Provider,Private Equity,24.75
2015-07-10,Naturally Yours,Organic Food etailer,,Mumbai,Organic Food etailer,Seed Funding,0.0
2015-07-10,GoJavas,Delivery & Logistics Service provider,,Gurugram,Delivery & Logistics Service provider,Private Equity,165.0
2015-07-10,Scandid,Product Discovery & comparison App,,Pune,Product Discovery & comparison App,Private Equity,0.0
2015-07-10,StalkBuyLove,Online Apparels Fashion brand,,Delhi,Online Apparels Fashion brand,Private Equity,0.0
2015-08-10,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,Home Cooked Food marketplace & Delivery,Private Equity,16.5
2015-08-10,Cube26,Gesture based Mobile Development,,Delhi,Gesture based Mobile Development,Private Equity,63.525
2015-08-10,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,Hotel Mobile CRM Software platform,Private Equity,0.0
2015-08-10,Grabhouse,Rental Accommodation Search platform,,Bangalore,Rental Accommodation Search platform,Private Equity,82.5
2015-08-10,Quifers,Logistics Tech Platform,,Mumbai,Logistics Tech Platform,Seed Funding,2.5575
2015-09-10,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Developer Portfolio Showcase platform,Seed Funding,0.5775
2015-09-10,Curofy,Doctors Network Mobile App,,Delhi,Doctors Network Mobile App,Private Equity,0.0
2015-09-10,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,End-to-End Lending platform,Private Equity,66.0
2015-09-10,Inayo,on-demand healthcare marketplace,,Mumbai,on-demand healthcare marketplace,Seed Funding,2.475
2015-09-10,WoNoBo,360-degree view creating platform,,Bangalore,360-degree view creating platform,Private Equity,0.0
2015-09-10,Kulzy,Advertising & Marketing Community Networking platform,,Delhi,Advertising & Marketing Community Networking platform,Seed Funding,8.25
2015-09-10,Zeppery,Food Ordering & Delivery App,,Delhi,Food Ordering & Delivery App,Seed Funding,0.63525
2015-12-10,Zify,Ride Sharing platform,,Hyderabad,Ride Sharing platform,Seed Funding,1.5675
2015-12-10,Faircent,Online P2P lending marketplace,,Gurugram,Online P2P lending marketplace,Private Equity,0.0
2015-12-10,Bizongo,B2B marketplace for industrial goods,,Mumbai,B2B marketplace for industrial goods,Seed Funding,0.0
2015-12-10,Gridle,Cloud Based Collaboration platform,,Ahmedabad,Cloud Based Collaboration platform,Seed Funding,0.825
2015-12-10,Tripoto,global community for travellers,,Delhi,global community for travellers,Private Equity,0.0
2015-12-10,Mubble,Prepaid Bill manager App,,Bangalore,Prepaid Bill manager App,Private Equity,0.0
2015-10-13,Voodoo,Mobile Only Shopping Assistant,,Delhi,Mobile Only Shopping Assistant,Seed Funding,8.25
2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Mobile Messaging Assistant App,Private Equity,20.625
2015-10-14,AskMyGift,Personalized Wish List creator app,,Noida,Personalized Wish List creator app,Seed Funding,0.4125
2015-10-14,Gaana.com,Music Streaming mobile app,,Mumbai,Music Streaming mobile app,Private Equity,0.0
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurugram,Raw Meat & Ready to eat food etailer,Seed Funding,0.63525
2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,Gym Discovery platform,Seed Funding,0.0
2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,Online Purchase rewards app,Seed Funding,0.0
2015-10-16,Homers.in,Home rental platform,,Gurugram,Home rental platform,Seed Funding,0.0
2015-10-16,mShipper,Crowdsourced Delivery platform,,Delhi,Crowdsourced Delivery platform,Seed Funding,0.0
2015-10-16,BolRealty,Real Estate Insights platform,,Delhi,Real Estate Insights platform,Seed Funding,0.0
2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Structural & Civil Engg Service Automation,Private Equity,8.25
2015-10-19,LetsVenture,Startup Funding Marketplace,,Bangalore,Startup Funding Marketplace,Private Equity,0.0
2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,Payments Solution platform,Private Equity,206.25
2015-10-19,Holidify,Travel Destination Discovery platform,,Delhi,Travel Destination Discovery platform,Seed Funding,0.825
2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,Order Fulfillment SAAS platform,Seed Funding,0.0
2015-10-20,Opinio,Last Mile Delivery Service,,Bangalore,Last Mile Delivery Service,Private Equity,57.75
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,Healthcare IT Solutions & services,Private Equity,82.5
2015-10-20,iChef.in,Gourmet Meals Delivery,,Mumbai,Gourmet Meals Delivery,Private Equity,0.0
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Healthy Meals Food delivery platform,Seed Funding,0.0
2015-10-21,AgentDesks,Real Estate Mobile CRM,,New York/ India,Real Estate Mobile CRM,Seed Funding,24.3375
2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,Micro-Brewery,Private Equity,12.6225
2015-10-21,MealHopper,Home Made Food Marketplace,,Gurugram,Home Made Food Marketplace,Seed Funding,0.825
2015-10-21,Zenify.in,residential rental management platform,,Bangalore,residential rental management platform,Seed Funding,5.28
2015-10-21,Stockal,Personalized Stock Intelligence Platform,,Bangalore,Personalized Stock Intelligence Platform,Seed Funding,0.0
2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Personal Diagnostic Mobile App,Seed Funding,1.2375
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurugram,Online food ordering & Delivery service,Seed Funding,1.2375
